tweet
"RT @SkyNews: Ukraine’s President Volodymyr Zelenskyy has said the war in Ukraine must end ""as soon as possible"" to guarantee the security o…"
RT @GonzaloLira1968: The article states: “The European Union accused Moscow of ‘weaponizing’ food supplies to gain an advantage in the war.…
"@McFaul Who is prolonging the war?
Ukraine admits losing over 200 soldiers every day. 
Ukraine soldiers deserting the front line in their hundreds. 
America is losing the proxy war while Russia gains more territory - I sympathise with the empire of lies"
"Putin undermined his own rationale for invading Ukraine, saying that the war is to expand Russian territory https://t.co/emDZJYgXXc via @businessinsider"
"RT @LouiseMensch: The only way to shorten this war, and to bring down gas prices, and inflation, is to send the heaviest of weapons to Ukra…"
"@baader_gang @PoastSellars i'd agree that this war is not ideal for Russia, but i don't think ceding Ukraine to NATO is acceptable for them either"
"RT @TrumpsPrettyWom: 🇺🇲🚩🗳
🚨
""Russia-Ukraine War: 
UK MP Says Captured Britons Sentenced To Death Are ‘Essentially Being Used As Hostages ’…"
"RT @DmytroKuleba: In our today’s call, @TrussLiz and I coordinated efforts to step up pressure on Russia. I look forward to the next round…"
RT @mschwirtz: NEWS: Partisan scouts working for Ukraine’s military behind enemy lines directed artillery attacks on two Russian bases in t…
"RT @EUvsDisinfo: For over 100 days, Russia has continued its unjustified war against Ukraine. Every day accompanied with brutality and #dis…"
@Bundeskanzler Killed by Russia! More than 100 days of war.  Ukraine has not received all the necessary weapons! #armUkraineNOW https://t.co/p6Zvb15hSu
RT @sumlenny: THREAD “Russia will not attack the West because Moscow was not capable to occupy Ukraine” is a very wrong + illogical stateme…
"RT @DmytroKuleba: In our today’s call, @TrussLiz and I coordinated efforts to step up pressure on Russia. I look forward to the next round…"
"RT @MavkaSlavka: Any way you count it, the figures are stark: Ukrainian casualties are running at a rate of somewhere between 6oo and 1,000…"
@Bundeskanzler Killed by Russia! More than 100 days of war.  Ukraine has not received all the necessary weapons! #armUkraineNOW https://t.co/lFCENL1zhZ
RT @SecBlinken: We are gravely concerned by reports of a sham “trial” and its judgements against lawful combatants serving in Ukraine’s Arm…
@PoliFabia @mhmck But what about special military operation? Technically state of war between Russia and Ukraine was not declared
"RT @RockhamC: Reuters article on the ""Denazification"" of Kharkiv is something real special!
https://t.co/obqU7Dlqqz

#Ukraine #Reuters #Kha…"
@Bundeskanzler Killed by Russia! More than 100 days of war.  Ukraine has not received all the necessary weapons! #armUkraineNOW https://t.co/A6TQnmnOXO
"RT @LouiseMensch: The only way to shorten this war, and to bring down gas prices, and inflation, is to send the heaviest of weapons to Ukra…"
"RT @GicAriana: Russia must be recognized as:

- a rogue/outlaw state
- a state sponsor of terrorism
- the aggressor state waging an unlawfu…"
"RT @kimwillsher1: Elysée briefing on Ukraine following Emmanuel Macron's telephone conversation with President Zelensky.  
""We (France) wan…"
RT @franakviacorka: Three months of Russia’s war in Ukraine in 1.5 minutes. Russia launched at least 2100 missiles at Ukraine. 633 were lau…
"RT @vngalwana: Anyone who believes Ukraine is ""holding her own"" against Russia in a war needs his/her head read. Russia'd crush Ukraine in…"
@Bundeskanzler Killed by Russia! More than 100 days of war.  Ukraine has not received all the necessary weapons! #armUkraineNOW https://t.co/t65Fsx0TWS
"RT @vngalwana: Anyone who believes Ukraine is ""holding her own"" against Russia in a war needs his/her head read. Russia'd crush Ukraine in…"
"RT @FoxNews: Russia, China open bridge to boost trade as Moscow grapples with Ukraine sanctions
https://t.co/o0GrEYcmZK"
"RT @kimwillsher1: Elysée briefing on Ukraine following Emmanuel Macron's telephone conversation with President Zelensky.  
""We (France) wan…"
"In Ukraine, Youth Has Ended
The country’s young people have been forced to make decisions much tougher than most adults are capable of. I feel some small sense of common cause.
https://t.co/Vi4k3yHSzY"
"RT @OstapYarysh: Putin: During the war with Sweden, Peter the Great didn't conquer anything, he took back what had always been ours, even t…"
"RT @Merc4Ukraine: This definitely tickled me. 

And I agree with it .. (excellent words) few of my own #NATO play War with #Russia. In real…"
RT @Pokers1000: @guardian_xcu @rlaugenjs @rjakubonis @lesiavasylenko Ukraine will still fight and the United kingdom will support them russ…
@Bundeskanzler Killed by Russia! More than 100 days of war.  Ukraine has not received all the necessary weapons! #armUkraineNOW https://t.co/JLhG3fK4Aa
"RT @SaveUkraineSave: ⚠️NEW: Germany 🇩🇪 increased imports from russia 🇷🇺 by 60% in first four months of 2022. 

According to Andriy Melnyk,…"
Obama warns the Ukraine war is 'far from over' and the 'costs will continue to mount' https://t.co/pMkXQV3RHT via @businessinsider
"RT @PeterKGeoghegan: 🚨 The Tories have taken tens of thousands of pounds from Russia-linked donors since the Ukraine war began.

Including…"
@Bundeskanzler Killed by Russia! More than 100 days of war.  Ukraine has not received all the necessary weapons! #armUkraineNOW https://t.co/Np34xkN0AO
