tweet
"RT @ebitelo: - Número de mortos na Ucrânia durante quase 100 dias de GUERRA: 3.381 - Número oficial de mortos divulgados pela ONU

- Número…"
"@tesoureiros O Brasil , assim como O MUNDO INTEIRO, passou uma pandemia . Não bastasse ainda temos a guerra na Ucrânia.
Acorda pra vida !!! https://t.co/DPFMhEeVf5"
"Guerra na Ucrânia, eleições presidenciais no Brasil, Copa do Mundo, análises, literatura, filmes, games... Todos os assuntos que te interessam e que você precisa saber em 2022 estão aqui. Pode escolher: a Folha tem 20 Newsletters para você. Assine agora https://t.co/VAJOq3u7ow"
"@Joenadovalle_ Minha amiga, essa pandemia inflacionou o mundo!!! Não pense que foi só o Brasil, Infelizmente, ai entra essa guerra da Rússia x Ucrânia... É de lascar!!!"
"@JanainaDoBrasil Verdade, não só no Brasil como no mundo inteiro a inflação disparou pela política do ""fecha tudo"" durante a pandemia e agora alavancada pela guerra da Rússia e Ucrânia. O pedido é apenas uma questão de solidariedade e compreensão do momento econômico mundial por um governo sério"
"RT @rocha_lcr: A pandemia e a guerra da Ucrânia não explicam esse resultado, pois essa desgraça com os pobres só acontece no Brasil.
A comp…"
"RT @rocha_lcr: A pandemia e a guerra da Ucrânia não explicam esse resultado, pois essa desgraça com os pobres só acontece no Brasil.
A comp…"
"RT @rocha_lcr: A pandemia e a guerra da Ucrânia não explicam esse resultado, pois essa desgraça com os pobres só acontece no Brasil.
A comp…"
"A pandemia e a guerra da Ucrânia não explicam esse resultado, pois essa desgraça com os pobres só acontece no Brasil.
A comparação com outros países com o mesmo perfil mostra que aqui se abateu uma outra tragédia: a austeridade de Temer, seguida pelo descalabro de Bolsonaro. https://t.co/1tHb8PDyyx"
"RT @ebitelo: - Número de mortos na Ucrânia durante quase 100 dias de GUERRA: 3.381 - Número oficial de mortos divulgados pela ONU

- Número…"
"RT @LuanSouza051991: https://t.co/8LEu1ByBOm
https://t.co/v43y1VoEwH
Por que Brasil?🤔 https://t.co/UTFSHVvrLY"
"@NoticiasMXP @JoeBiden ¡No sé quién escribió esto, pero no es cierto que Brasil se mantenga neutral en la guerra de Ucrania!"
"RT @Agenciachina: Ex-presidenta @dilmabr responsabiliza neoliberalismo por fome no Brasil, denuncia EUA por guerra na Ucrânia e defende ali…"
"@anitablian Eu vendo o Zé Lenscki na Ucrânia (um cara saído da televisão), que jogou o próprio país em uma guerra, fico imaginando o Brasil sendo governado por essa turma."
"Vladimir Putin passa mal e é levado ao hospital.

Médicos dizem para ele não fazer mais aparições públicas devido ao seu grave estado de saúde.

Alguns noticiários dizem que ele está com câncer terminal em uma guerra sem sentido com a Ucrânia.

https://t.co/fgCqQz2z9c"
"RT @aspirantesSPFC: Enquanto a guerra continua na Ucrânia e nenhum acerto com outro clube é oficializado, David Neres treina no Brasil. #Ma…"
@dw_brasil Vocês da imprensa ocidental são canalhas mentirosos. Ficaram o tempo todo vendendo a versão da Ucrânia vencedora pra prolongar a guerra e o sofrimento dos ucranianos que estão sendo moídos pela máquina de guerra russa. Enquanto dão palco ao palhaço presidente apoiado por nazistas
"Mais de 40mil homicídios anualmente maluco, tem mais gente morrendo no Brasil do que na guerra da Ucrânia. Então não viaja, ninguém tá perseguindo índio, ambientalista ou jornalista, essa mania de perseguição vocês que se resolvam no psiquiatra! https://t.co/wVaowpGx7b https://t.co/kWjVyR5DYl"
